class name,time,location,instructors,dates,campus
PCB 3702L - Intermediate Human Physiology Lab,Th 3:00PM - 5:50PM,Academic Health Center 2 -255,Lisa Brinn,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4023 - Cell Biology,TuTh 10:30AM - 12:05PM,College of Business Complex155,Leung Kim,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
PCB 4023L - Cell Biology Lab,Tu 9:00AM - 12:50PM,Owa Ehan 304,"Jaime Mayoral,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4023L - Cell Biology Lab,Tu 1:00PM - 4:50PM,Owa Ehan 304,"Jaime Mayoral,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4023L - Cell Biology Lab,We 9:00AM - 12:50PM,Owa Ehan 304,"Jaime Mayoral,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4023L - Cell Biology Lab,We 1:00PM - 4:50PM,Owa Ehan 304,"Jaime Mayoral,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4023L - Cell Biology Lab,We 5:00PM - 8:50PM,Owa Ehan 304,"Jaime Mayoral,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PCB 4674 - Evolution,TuTh 1:30PM - 4:50PM,Chem & Physics 145,Andre Naranjo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 3731 - Human Anatomy,MoWeFr 9:15AM - 11:20AM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731 - Human Anatomy,MoWeFr 9:15AM - 11:20AM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,MoWe 11:45AM - 1:00PM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,TuTh 9:15AM - 10:50AM,Charles E. Perry (PC) 444,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,MoWe 11:45AM - 1:00PM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,TuTh 11:00AM - 12:35PM,Charles E. Perry (PC) 444,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,MoWe 11:45AM - 1:00PM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,TuTh 12:45PM - 2:20PM,Charles E. Perry (PC) 444,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,MoWe 11:45AM - 1:00PM,Ryder Business 120,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 3731L - Human Anatomy Demonstration,TuTh 2:30PM - 4:05PM,Charles E. Perry (PC) 444,Ana Paula Benaduce,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 4234 - Gen Parasitology,TuTh 3:15PM - 4:50PM,Ryder Business 120,Paul Sharp,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 4234L - General Parasitology Lab,Tu 9:00AM - 11:50AM,Academic Health Center 2 -270,"Paul Sharp,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 4234L - General Parasitology Lab,Tu 12:00PM - 2:50PM,Academic Health Center 2 -270,"Paul Sharp,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 4234L - General Parasitology Lab,Th 9:00AM - 11:50AM,Academic Health Center 2 -270,"Paul Sharp,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 4234L - General Parasitology Lab,Th 12:00PM - 2:50PM,Academic Health Center 2 -270,"Paul Sharp,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ZOO 4733 - Survey of Regional Anatomy,Tu 5:00PM - 8:10PM,Academic Health Center 3 -110,Ferdinand Gomez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ZOO 4733 - Survey of Regional Anatomy,Tu 5:00PM - 8:10PM,SCH. INTER.&PUBLIC AFFAIRS 100,Ferdinand Gomez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
BME 3403 - Engineering Analysis of Biological Systems I,MoWeFr 12:00PM - 1:05PM,Engineering Center 2440,Michael Brown,05/06/2024 - 07/26/2024,Engineering Center
BME 3404 - Engineering Analysis of Biological Systems II,MoWeFr 2:30PM - 3:35PM,Engineering Center 2440,Michael Brown,05/06/2024 - 07/26/2024,Engineering Center
BME 4011 - Clinical Rotations for Biomedical Engineering,Th 2:40PM - 4:25PM,Engineering Center 2440,Michael Brown,05/06/2024 - 07/26/2024,Engineering Center
BME 4050L - Biomedical Engineering Lab I,We 1:30PM - 4:50PM,Engineering Center 2360,Yun Qian,05/06/2024 - 07/26/2024,Engineering Center
BME 4100 - Biomaterials Science,TuTh 8:15AM - 11:35AM,Engineering Center  2410,Michael Christie,05/06/2024 - 06/14/2024,Engineering Center
BME 4908 - Senior Design Project,TuTh 1:30PM - 3:05PM,Academic Health Center 3 - 214,Michael Christie,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PHC 6091 - Biostatistics 2,MoWe 1:30PM - 4:50PM,Green Library 132,Nan Hu,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
PHC 6099 - R Computing for Health Sciences,TuTh 1:30PM - 3:05PM,Owa Ehan 222,Gabriel Odom,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1045 - General Chemistry I,MoTuWeTh 9:00AM - 11:15AM,Academic Health Center 3 -110,Anju Duley,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,MoWe 12:00PM - 2:50PM,Chem & Physics 385A,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,MoWe 12:00PM - 2:50PM,Chem & Physics 385B,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,MoWe 12:00PM - 2:50PM,Owa Ehan 323,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,TuTh 12:00PM - 2:50PM,Chem & Physics 385A,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,TuTh 12:00PM - 2:50PM,Chem & Physics 385B,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,TuTh 3:30PM - 6:20PM,Chem & Physics 385A,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,TuTh 3:30PM - 6:20PM,Chem & Physics 385B,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1045L - General Chemistry Lab I,TuTh 12:00PM - 2:50PM,Owa Ehan 323,"Uma Swamy,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 1046 - General Chemistry II,MoTuWeTh 9:00AM - 11:15AM,PG5 MARKET STATION 155,Anju Duley,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046 - General Chemistry II,MoTuWeTh 9:00AM - 11:15AM,PG5 MARKET STATION 155,Anju Duley,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,MoWe 12:00PM - 2:50PM,Chem & Physics 385A,"Ramon Lopez De La Vega,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,MoWe 12:00PM - 2:50PM,Chem & Physics 385B,"Ramon Lopez De La Vega,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,MoWe 12:00PM - 2:50PM,Owa Ehan 323,"Ramon Lopez De La Vega,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,MoWe 3:30PM - 6:20PM,Owa Ehan 323,"Elwood Kwong Lam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,TuTh 12:00PM - 2:50PM,Chem & Physics 385A,"Ramon Lopez De La Vega,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,TuTh 12:00PM - 2:50PM,Chem & Physics 385B,"Elwood Kwong Lam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,TuTh 12:00PM - 2:50PM,Owa Ehan 323,"Elwood Kwong Lam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,TuTh 3:30PM - 6:20PM,Owa Ehan 323,"Elwood Kwong Lam,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 1046L - General Chemistry Lab II,TuTh 12:00PM - 2:50PM,Chem & Physics 385A,"Ramon Lopez De La Vega,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2210 - Organic Chemistry I,MoTuWeTh 9:30AM - 11:45AM,Graham Center 140,Mrinal Chakraborty,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,MoWe 12:00PM - 2:50PM,Chem & Physics 391,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,MoWe 12:00PM - 2:50PM,Chem & Physics 393,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,TuTh 12:00PM - 2:50PM,Chem & Physics 391,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,TuTh 12:00PM - 2:50PM,Chem & Physics 393,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,Fr 9:00AM - 4:00PM,Chem & Physics 391,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,MoWe 3:30PM - 6:30PM,Chem & Physics 391,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2210L - Organic Chemistry Lab I,TuTh 3:30PM - 6:30PM,Chem & Physics 391,"Mrinal Chakraborty,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 2211 - Organic Chemistry II,MoWeFr 9:30AM - 11:45AM,Ryder Business 120,Robert Miller,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 12:00PM - 3:00PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 12:00PM - 3:00PM,Chem & Physics 393,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,TuTh 12:00PM - 3:00PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,TuTh 12:00PM - 3:00PM,Chem & Physics 393,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 3:30PM - 6:20PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 3:30PM - 6:20PM,Chem & Physics 393,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,TuTh 3:30PM - 6:20PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 6:30PM - 9:30PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,MoWe 6:30PM - 9:30PM,Chem & Physics 393,Mrinal Chakraborty,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 2211L - Organic Chemistry Lab II,TuTh 6:30PM - 9:30PM,Chem & Physics 391,"Mrinal Chakraborty,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120 - Introduction to Analytical Chemistry,TuTh 12:45PM - 2:30PM,PG5 MARKET STATION 134,Elwood Kwong Lam,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120L - Introduction to Analytical Chemistry Lab,Tu 8:00AM - 11:50AM,Chem & Physics 395,"Joseph Lichter,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120L - Introduction to Analytical Chemistry Lab,Tu 3:00PM - 6:50PM,Chem & Physics 395,"Joseph Lichter,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120L - Introduction to Analytical Chemistry Lab,Th 8:00AM - 11:50AM,Chem & Physics 395,"Joseph Lichter,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120L - Introduction to Analytical Chemistry Lab,Th 3:00PM - 6:50PM,Chem & Physics 395,"Joseph Lichter,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3120L - Introduction to Analytical Chemistry Lab,We 6:00PM - 9:50PM,Chem & Physics 395,"Joseph Lichter,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3610 - Fundamentals of Inorganic Chemistry,TuTh 10:00AM - 11:35AM,Academic Health Center 4 -202,Indranil Chakraborty,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 3610L - Inorganic Chemistry Laboratory,MoWe 8:30AM - 11:20AM,Chem & Physics 375,Indranil Chakraborty,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHM 4304 - Biological Chemistry I,MoWeFr 10:00AM - 12:15PM,PG5 MARKET STATION 134,Watson Lees,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 4304L - Biological Chemistry I Lab,MoWe 1:00PM - 3:50PM,Academic Health Center 2 -275,Yuan Liu,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 4304L - Biological Chemistry I Lab,MoWe 4:30PM - 7:20PM,Academic Health Center 2 -275,"Yuan Liu,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 4930 - Senior Seminar,Tu 3:30PM - 5:30PM,Academic Health Center 4 -302,"Watson Lees,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
CHM 4930 - Senior Seminar,Tu 2:00PM - 4:00PM,Graham Center 272,Anju Duley,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CHS 4533C - Forensic Biochemistry Applications,TuTh 11:00AM - 12:35PM,Viertes Haus 131,Julian Mendel,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
CCE 4031 - Proj Plan Civ Engr,MoWe 5:00PM - 8:20PM,Engineering Center 2420,Elie Andary,05/06/2024 - 06/14/2024,Engineering Center
CEG 4011L - Geotechnical Test La,We 4:30PM - 7:00PM,Engineering Center OU 107,Alejandro Motta,06/17/2024 - 07/26/2024,Engineering Center
CEG 4011L - Geotechnical Test La,We 7:00PM - 9:30PM,Engineering Center OU 107,Alejandro Motta,06/17/2024 - 07/26/2024,Engineering Center
CES 3100 - Structural Analysis,Tu 5:15PM - 8:35PM,Engineering Center 1105,Johnny Estephan,05/06/2024 - 07/26/2024,Engineering Center
CGN 3300 - Dynamics for Civil Engineering Systems,MoWe 2:00PM - 3:40PM,Engineering Center 3665,Isabella Rakestraw,05/06/2024 - 07/26/2024,Engineering Center
CGN 4802 - Civil Engineering Senior Design Project,Tu 5:00PM - 8:20PM,Engineering Center 2420,Ramon Sierra,05/06/2024 - 07/26/2024,Engineering Center
CWR 3201 - Fluid Mechanics,MoWe 9:00AM - 12:20PM,Engineering Center 1109,Noemi Gonzalez Ramirez,05/06/2024 - 06/14/2024,Engineering Center
CWR 3201L - Fluid Mechanics Laboratory,MoWe 4:30PM - 6:00PM,Engineering Center 3765,Amaury Betancourt,05/06/2024 - 06/14/2024,Engineering Center
CWR 3201L - Fluid Mechanics Laboratory,MoWe 6:20PM - 7:50PM,Engineering Center 3765,Amaury Betancourt,05/06/2024 - 06/14/2024,Engineering Center
CWR 3540 - Water Resources Engineering,TuTh 1:30PM - 4:50PM,Engineering Center 1107,Hector Fuentes,05/06/2024 - 06/14/2024,Engineering Center
EGM 3520 - Engineering Mechanics of Materials,TuTh 2:00PM - 3:40PM,Engineering Center 1112,Cora Martinez,05/06/2024 - 07/26/2024,Engineering Center
EGM 3520L - Materials Testing,Th 7:40PM - 9:20PM,Engineering Center OU 107,Alfredo Morales,05/06/2024 - 07/26/2024,Engineering Center
EGM 3520L - Materials Testing,Th 5:50PM - 7:30PM,Engineering Center OU 107,Alfredo Morales,05/06/2024 - 07/26/2024,Engineering Center
ENV 3001L - Environmental Laboratory I,Tu 10:00AM - 1:20PM,Engineering Center 3625,Anna Bernardo Bricker,05/06/2024 - 06/14/2024,Engineering Center
ENV 3001L - Environmental Laboratory I,We 10:00AM - 1:20PM,Engineering Center 3625,Anna Bernardo Bricker,05/06/2024 - 06/14/2024,Engineering Center
ENV 3001L - Environmental Laboratory I,Th 3:00PM - 6:20PM,Engineering Center 3625,Anna Bernardo Bricker,05/06/2024 - 06/14/2024,Engineering Center
SUR 2101C - Surveying,Mo 4:00PM - 7:20PM,Engineering Center  2410,Alejandro Motta,05/06/2024 - 07/26/2024,Engineering Center
BMS 6016 - Clinical Skills II,We 1:00PM - 5:00PM,Academic Health Center 2 -170,"Mark Saunders,",04/03/2024 - 03/19/2025,Modesto A. Maidique Campus
BMS 6045 - Organ Systems II - Endocrine and Reproductive Systems,MoTuWeTh 8:00AM - 12:00PM,Academic Health Center 2 -170,"Sabyasachi Moulik,",04/01/2024 - 06/07/2024,Modesto A. Maidique Campus
BMS 6045 - Organ Systems II - Endocrine and Reproductive Systems,Fr 10:00AM - 12:00PM,Academic Health Center 2 -170,"Tracy Cassagnol,",04/01/2024 - 06/07/2024,Modesto A. Maidique Campus
BMS 6071 - Community-Engaged Physician I,Tu 1:00PM - 3:00PM,Academic Health Center 2 -170,"Onelia Lage,",04/02/2024 - 03/11/2025,Modesto A. Maidique Campus
BMS 7810 - Core Concepts in Medicine,Fr 8:00AM - 5:00PM,Academic Health Center 4 -101,Frank Lefevre,05/06/2024 - 04/25/2025,Modesto A. Maidique Campus
MDC 6102 - Community-Engaged Physician II,Fr 1:00PM - 10:00PM,Academic Health Center 2 -170,"Onelia Lage,",03/30/2024 - 04/25/2025,Modesto A. Maidique Campus
MDC 7120 - Family Medicine Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Shweta Akhouri,",05/06/2024 - 06/28/2024,Modesto A. Maidique Campus
MDC 7120 - Family Medicine Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Tessa Haspil-Corgan,",07/01/2024 - 08/23/2024,Modesto A. Maidique Campus
MDC 7180 - Obstetrics and Gynecology Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,Rebeca Martinez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MDC 7180 - Obstetrics and Gynecology Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,Rebeca Martinez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MDC 7200 - Internal Medicine Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Amalia Landa Galindez,",05/06/2024 - 06/28/2024,Modesto A. Maidique Campus
MDC 7200 - Internal Medicine Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Amalia Landa Galindez,",07/01/2024 - 08/23/2024,Modesto A. Maidique Campus
MDC 7400 - Pediatrics Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Jefry Biehler,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MDC 7400 - Pediatrics Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Jefry Biehler,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MDC 7600 - Surgery Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Wilmer Mata,",05/06/2024 - 06/28/2024,Modesto A. Maidique Campus
MDC 7600 - Surgery Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Wilmer Mata,",07/01/2024 - 08/23/2024,Modesto A. Maidique Campus
MDC 7760 - Radiology Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Frederico Souza,",06/03/2024 - 06/14/2024,Modesto A. Maidique Campus
MDC 7760 - Radiology Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Frederico Souza,",07/15/2024 - 07/26/2024,Modesto A. Maidique Campus
MDC 7830 - Psychiatry Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Leonard Gralnik,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MDC 7830 - Psychiatry Clerkship,MoTuWeTh 1:00PM - 5:00PM,Academic Health Center 2 -170,"Leonard Gralnik,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MDR 7910 - Research Scholarship,MoTuWeThFr 8:00AM - 5:00PM,Academic Health Center 2 -170,Juan Lozano Leon,03/30/2024 - 04/25/2025,Modesto A. Maidique Campus
PHC 6930C - Integrative Seminar in Public Health,TuTh 6:30PM - 8:15PM,Charles E. Perry (PC) 432,Florence Greer,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PHC 6945 - Practicum in Public Health,TuTh 8:25PM - 10:10PM,Charles E. Perry (PC) 432,Florence Greer,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 5035C - Disorders of Hearing and Audiological Sciences,Mo 5:00PM - 8:00PM,Academic Health Center 3 - 214,Cindy Simon,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 5102C - Advanced Human Anatomy and Physiology of Mechanisms of Communication,Tu 5:30PM - 8:30PM,Academic Health Center 3 - 214,Joseph Zelenke,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 5102L - Laboratory in Advanced Human Anatomy and Physiology of Mechanisms of Communication,Tu 3:45PM - 5:15PM,Academic Health Center 3 -407,Alliete Rodriguez Alfano,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 5113C - Advanced Applied Phonetics,We 5:00PM - 8:00PM,Academic Health Center 3 - 215,Chelsea Sommer,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 5225 - Fluency Disorders,We 5:15PM - 8:15PM,Academic Health Center 3 - 205,Angela Medina,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 6254 - Adult Communication Disorders and Cognition,Tu 5:25PM - 8:25PM,Academic Health Center 3 - 215,Monica Hough,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 6322 - Aural Habilitation and Rehabilitation,We 5:00PM - 8:00PM,Academic Health Center 3 - 214,Cindy Simon,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 6322 - Aural Habilitation and Rehabilitation,Tu 5:30PM - 8:30PM,Academic Health Center 3 -407,Alliete Rodriguez Alfano,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 6559 - Augmentative and Alternative Communication,Tu 5:30PM - 8:30PM,Academic Health Center 3 - 205,Mariateresa Munoz,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPA 6565 - Dysphagia,Th 5:00PM - 8:00PM,Academic Health Center 3 - 214,Michele Aurignac,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 1004 - Introduction to Communication Arts,We 2:00PM - 3:30PM,Paul Cejas Architecture 150,Gabby Portela,06/26/2024 - 06/26/2024,Modesto A. Maidique Campus
COM 1004 - Introduction to Communication Arts,Tu 9:30AM - 11:00AM,Paul Cejas Architecture 171,Gabby Portela,06/18/2024 - 06/18/2024,Modesto A. Maidique Campus
COM 3110 - Business and Professional Communication,Tu 10:00AM - 1:20PM,College of Business Complex140,Elena Cobo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3112 - Speech and Writing for Business Communication,TuTh 5:00PM - 7:00PM,College of Business Complex142,Manuel Munoz-Repiso,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3112 - Speech and Writing for Business Communication,MoWe 10:00AM - 12:00PM,Green Library 137,Emmett Young,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3112 - Speech and Writing for Business Communication,Mo 10:00AM - 12:00PM,Paul Cejas Architecture 171,Justin Helton,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3120 - Organizational Communication,MoWe 3:15PM - 6:35PM,Green Library 100B,Leoncio Alvarez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3404 - Nonverbal Communication,MoWe 1:30PM - 4:50PM,College of Business Complex140,Amy Desouvre,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
COM 3404 - Nonverbal Communication,MoWe 11:45AM - 3:05PM,Academic Health Center 3 - 215,William Parsons,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3404 - Nonverbal Communication,MoWe 1:30PM - 4:50PM,Patricia&PhilipFrostMuseum 107,Aaron Shapiro,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3417 - Communication in Film,Th 1:30PM - 4:50PM,Charles E. Perry (PC) 424,Robert Holtzman,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3417 - Communication in Film,We 1:30PM - 4:50PM,Rafael Diaz-Balart 1100,Alfredo Soto,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3461 - Intercultural/Interracial Communication,TuTh 1:30PM - 4:50PM,Academic Health Center 3 - 215,Amy Desouvre,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 3714 - Fundamentals of Written and Visual Communication,We 10:00AM - 1:20PM,Deuxieme Maison 163,"Emmanuel Cabrera Munoz,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 4310 - Research Methods in Communication,We 6:45PM - 10:05PM,Graham Center 283A,"Luis F Montenegro Jr,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
COM 4462 - Conflict Management,We 6:20PM - 9:25PM,Graham Center 283A,Sabrina Vollrath-Bueno,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
COM 4958 - Senior Capstone Seminar: Integrated Campaign,Tu 11:00AM - 1:40PM,Graham Center 272,Robert Jaross,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
PUR 4940 - Practicum: BOLD Agency,Mo 9:30AM - 11:00AM,Paul Cejas Architecture 180,"Emmanuel Cabrera Munoz,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,TuTh 10:00AM - 1:20PM,College of Business Complex142,"William Parsons,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SPC 2608 - Public Speaking,MoWe 3:15PM - 6:35PM,Academic Health Center 5 201,"William Parsons,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
