class name,time,location,instructors,dates,campus
EDA 6930 - Seminar in Educational Leadership,We 5:00PM - 7:40PM,Ziff Education Bldg 325,Krisdhal Ugarte-Torre,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
EDA 7233 - Ethics and Educational Leadership,Tu 5:00PM - 7:40PM,Charles E. Perry (PC) 445,Courtney Rose,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
EDF 1005 - Introduction to Education,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 425,Andres Arrazola,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
EDF 4604 - Cultural and Social Foundations of Education,TuTh 1:30PM - 4:50PM,Ocean Bank Convoc Center 117,Courtney Rose,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
EDH 6637 - Crisis Management in Higher Education,TuTh 5:00PM - 7:40PM,Deuxieme Maison 164,Breny Garcia,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CNT 4153 - Machine Learning in ECE,MoWe 11:45AM - 1:20PM,Engineering Center 1104,Jayesh Soni,05/06/2024 - 07/26/2024,Engineering Center
EEE 6525 - Advanced Sensor Signal Processing,TuTh 11:45AM - 3:05PM,Engineering Center  2410,Mubarak Mujawar,05/06/2024 - 06/14/2024,Engineering Center
EEL 3110C - Circuit Analysis and Lab,TuTh 8:15AM - 12:35PM,Engineering Center 1115,Mubarak Mujawar,06/17/2024 - 07/26/2024,Engineering Center
EEL 5275 - Power Sys Protect,TuTh 5:00PM - 8:20PM,Engineering Center 1109,Juan Gers,06/17/2024 - 07/26/2024,Engineering Center
EGN 1002 - Engineering Orient,TuTh 1:30PM - 4:50PM,Engineering Center 1115,Nonnarit O-Larnnithipong,06/17/2024 - 07/26/2024,Engineering Center
TCN 5271 - Advanced IoT Communications and Networking,Fr 5:00PM - 8:20PM,Engineering Center 1110,Gustavo Chaparro Baquero,05/06/2024 - 07/26/2024,Engineering Center
TCN 6276 - Antennas for Wireless and Body-Centric Communications,MoWe 8:15AM - 11:35AM,Engineering Center 2840,Konstantinos Zekios,05/06/2024 - 06/14/2024,Engineering Center
EIN 4933 - Special Topics in Industrial Engineering,MoWe 6:30PM - 9:50PM,Engineering Center 3115,Qiansan Shen,06/17/2024 - 07/26/2024,Engineering Center
EIN 5359 - Industrial Financial Decisions,MoWe 6:45PM - 10:05PM,Engineering Center 3115,Shih-Ming Lee,05/06/2024 - 06/14/2024,Engineering Center
CRW 3010 - Creative Writing: Forms and Practices,TuTh 1:30PM - 4:50PM,Chem & Physics 115,Preston Allen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
CRW 3311 - Poetic Techniques,TuTh 1:30PM - 4:50PM,Green Library 132,Julie Marie Wade,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 8:15AM - 11:35AM,Graham Center 271A,"Justin Grant,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 11:45AM - 3:05PM,Graham Center 273A,"Justin Grant,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 3:15PM - 6:35PM,Owa Ehan 222,Reymond Levy,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 11:45AM - 3:05PM,Deuxieme Maison 110,Kacee Belcher,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 1:30PM - 4:50PM,Ryder Business 140,Peter Gitto,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 8:15AM - 11:35AM,Charles E. Perry (PC) 214,Joshua Falcon,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 11:45AM - 3:05PM,Chem & Physics 101,Kacee Belcher,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoTuWeTh 8:15AM - 9:50AM,Deuxieme Maison 144,Rex Ellsworth,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 8:15AM - 11:35AM,Graham Center 275B,Nathaniel Dukes,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 11:45AM - 3:05PM,Student Acad Success Cntr 302,Sophia Sanchez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 10:00AM - 1:20PM,Charles E. Perry (PC) 425,Celeste Giglio,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 11:45AM - 3:05PM,College of Business Complex140,"Justin Grant,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 8:15AM - 11:35AM,Paul Cejas Architecture 167,Beverly Eisenstadt,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 11:45AM - 3:05PM,Graham Center 276,Reymond Levy,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 1:30PM - 4:50PM,SCH. INTER.&PUBLIC AFFAIRS 220,Celeste Giglio,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 11:45AM - 3:05PM,Deuxieme Maison 144,Beverly Eisenstadt,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoTuWeTh 10:00AM - 11:35AM,Student Acad Success Cntr 352,Rex Ellsworth,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 445,Celeste Giglio,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,Mo 10:00AM - 1:20PM,Owa Ehan 222,Carolina Villalba,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,We 10:00AM - 1:20PM,Patricia&PhilipFrostMuseum 107,Carolina Villalba,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 10:00AM - 1:20PM,Owa Ehan 222,Peter Gitto,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 1:30PM - 4:50PM,Charles E. Perry (PC) 331,Peter Gitto,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,TuTh 10:00AM - 1:20PM,Charles E. Perry (PC) 443,"Justin Grant,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 10:00AM - 1:20PM,Charles E. Perry (PC) 331,"Justin Grant,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1101 - Writing and Rhetoric I,MoWe 3:15PM - 6:35PM,Deuxieme Maison 144,"Justin Grant,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,TuTh 10:00AM - 1:20PM,Owa Ehan 222,Andrew Golden,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,MoWe 1:30PM - 4:50PM,Deuxieme Maison 110,"Justin Grant,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,MoWe 11:45AM - 3:05PM,Graham Center 271A,"Justin Grant,",05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,Th 6:30AM - 9:50AM,Deuxieme Maison 163,Kimberly Miles,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,MoWe 8:15AM - 11:45AM,Charles E. Perry (PC) 445,Mario Avalos,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1102 - Writing and Rhetoric II,Tu 10:00AM - 1:20PM,Deuxieme Maison 163,Kimberly Miles,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,TuTh 3:15PM - 6:35PM,Graham Center 285,Cayce Wicks,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,TuTh 11:45AM - 3:05PM,Academic Health Center 4 -302,Ileah Hoppner,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,TuTh 8:15AM - 11:35AM,Graham Center 276,Ileah Hoppner,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,MoWe 11:45AM - 3:05PM,Academic Health Center 4 -302,Cayce Wicks,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,MoWe 1:30PM - 4:50PM,Owa Ehan 105,Timothy Malik,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,MoTuWeTh 10:00AM - 11:35AM,Charles E. Perry (PC) 447,Jemercis Lazo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,MoWe 3:15PM - 6:35PM,Owa Ehan 222,Cayce Wicks,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 1930 - Essay Writing,MoWe 10:00AM - 1:20PM,Charles E. Perry (PC) 211,Ileah Hoppner,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 3213 - Professional and Technical Writing,TuTh 11:45AM - 3:05PM,Graham Center 273A,Shewonda Leger,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 3213 - Professional and Technical Writing,MoWe 10:00AM - 1:20PM,Student Acad Success Cntr 251,Patricia Warman,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 3249 - Professional and Technical Writing for Computing,TuTh 10:00AM - 1:20PM,Chem & Physics 115,Vytautas Malesh,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ENC 3354 - Writing as Social Action,TuTh 8:15AM - 11:35AM,Academic Health Center 4 -302,Tania Lopez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
"ENC 4331 - Writing, Rhetoric, and Community",MoWe 1:30PM - 4:50PM,Owa Ehan 222,Marta Gierczyk,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
ENC 5235 - Grant Writing,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 449,Luke Thominet,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LIN 3013 - General Linguistics,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 438,Mehmet Yavas,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LIN 5018 - Introduction to Linguistics,TuTh 5:00PM - 8:20PM,Charles E. Perry (PC) 438,Mehmet Yavas,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
LIT 1000 - Introduction to Literature,TuTh 1:30PM - 4:50PM,Student Acad Success Cntr 251,"Heather Blatt,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
PHC 6380 - Introduction to Neurotoxicology,TuTh 1:00PM - 2:30PM,Academic Health Center 4 -202,Muhammad Hossain,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
ANT 2000 - Introduction to Anthropology,MoWeFr 10:00AM - 12:15PM,Ziff Education Bldg 150,Steven Mizrach,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
"ANT 3241 - Myth, Ritual, and Mysticism",TuTh 12:00PM - 1:40PM,Charles E. Perry (PC) 439,Ann-Renee Clark,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
"ANT 3241 - Myth, Ritual, and Mysticism",TuTh 12:20PM - 3:30PM,SCH INTNL & PUB AFFAIRS II 205,Paola Sanchez Castaneda,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
ANT 3462 - Medical Anthropology,TuTh 9:30AM - 11:10AM,Charles E. Perry (PC) 439,Ann-Renee Clark,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GEA 2000 - World Regional Geography,TuTh 1:00PM - 2:40PM,Ziff Education Bldg 150,Jacquelyn Johnston,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
GEO 5415 - Topics in Social Geography,We 11:00AM - 12:40PM,Viertes Haus 131,Benjamin Smith,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SYD 6901 - Special Topics in Sociology,We 11:00AM - 12:40PM,Viertes Haus 131,Benjamin Smith,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
SYG 2000 - Introduction to Sociology,MoWeFr 10:00AM - 12:10PM,Viertes Haus 133,James Lamb,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
SYG 2000 - Introduction to Sociology,MoWe 5:00PM - 6:40PM,Charles E. Perry (PC) 310,Veronica Diaz,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SYG 2010 - Social Problems,TuTh 9:00AM - 12:10PM,Ziff Education Bldg 150,James Lamb,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 3022 - Introduction to Management,TuTh 6:45PM - 10:05PM,Green Library 245,Walter Liu,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 3025 - Organization and Management,MoWe 5:00PM - 8:20PM,Green Library 245,Angela Bullard,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 3025 - Organization and Management,TuTh 2:40PM - 6:00PM,Ryder Business 140,Sungu Armagan,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4065 - Business Ethics,MoWe 5:00PM - 8:20PM,Ryder Business 130,Jaime Franco,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4102 - Managing Diversity,TuTh 5:00PM - 8:20PM,Parking Garage 6 112,Jaime Franco,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4151 - Organizational Behavior,TuTh 10:00AM - 1:20PM,Green Library 100A,Clifford Perry,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4164 - Leadership,TuTh 5:00PM - 8:20PM,Green Library 100B,Garth Headley,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4301 - Human Resource Management,TuTh 5:00PM - 8:20PM,Deuxieme Maison 190,Karina Fernandez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4600 - International Management,We 10:00AM - 1:20PM,Charles E. Perry (PC) 439,Geoffrey Poyen,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
MAN 4600 - International Management,MoWe 5:00PM - 8:20PM,Green Library 139,Geoffrey Poyen,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
MAN 4771 - Executive Skills Development,MoWe 10:00AM - 1:20PM,Ryder Business 140,Alexandra Torres Rodriguez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GMS 6961 - Qualifying Examination,Fr 4:00PM - 5:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6963 - Doctoral Dissertation Proposal,We 4:00PM - 5:00PM,TBA,Charles Dimitroff,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6963 - Doctoral Dissertation Proposal,We 4:00PM - 5:00PM,TBA,Stephen Black,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6964 - Dissertation Proposal Seminar,Mo 4:00PM - 5:00PM,TBA,Stephen Black,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6964 - Dissertation Proposal Seminar,Mo 4:00PM - 5:00PM,TBA,Charles Dimitroff,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,Nazira El-Hage,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeTh 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Madhavan Nair,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 6979 - Research Credits,MoTuWeThFr 8:00AM - 3:00PM,TBA,Stephen Black,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7980 - Dissertation Research Credits,MoTuWeThFr 10:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7980 - Dissertation Research Credits,MoTuWeTh 10:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7980 - Dissertation Research Credits,MoTuWeThFr 10:00AM - 3:00PM,TBA,"Alvaro Estevez,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7980 - Dissertation Research Credits,MoTuWeThFr 10:00AM - 3:00PM,TBA,Kevin Chandler,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7980 - Dissertation Research Credits,MoTuWeThFr 10:00AM - 3:00PM,TBA,Hoshang Unwalla,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GMS 7981 - Dissertation Defense Seminar,Fr 3:00PM - 4:00PM,TBA,Stephen Black,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
AMH 2020 - American History Introductory Survey Since 1877,TuTh 10:00AM - 1:20PM,Student Acad Success Cntr 251,Christopher Calvo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
AMH 2020 - American History Introductory Survey Since 1877,MoWe 9:00AM - 10:35AM,Graham Center 285,Charles Jones,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
AMH 2020 - American History Introductory Survey Since 1877,MoWe 4:00PM - 7:20PM,Graham Center 279B,Lolita Samuel,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
"AMH 3012 - American History, 1600-1763",Tu 6:45PM - 10:05PM,Graham Center 279B,Richard Rodriguez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
AMH 3310 - Social Movements in Modern United States History,Tu 6:45PM - 10:05PM,Graham Center 279B,Richard Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
"AMH 3643 - Early America in Fact, Film, and Fiction",TuTh 11:00AM - 2:20PM,Charles E. Perry (PC) 331,Charles Jones,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
AMH 4230 - The Roaring Twenties and the Great Depression,TuTh 9:00AM - 10:35AM,Ryder Business 140,Charles Jones,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
LAH 2020 - Latin American Civilization,TuTh 8:15AM - 11:35AM,Ocean Bank Convoc Center 119,Jairo Ledesma,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
PHC 6504 - Introduction to Public Health Education and Wellness,TuTh 5:00PM - 8:20PM,Chem & Physics 103,Elena Sebekos,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
IDH 1931 - Honors Introduction,TuTh 12:45PM - 2:20PM,Graham Center 287A,Natalie Yagual,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IDH 1931 - Honors Introduction,TuTh 2:50PM - 4:25PM,Student Acad Success Cntr 202,Ezequiel Cuevas,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
IDH 2996 - Experiential Pathways,We 10:00AM - 11:40AM,Rafael Diaz-Balart 1100,Michelle Mason,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
"IDH 3034 - Honors Seminar V: Aesthetics, Values, and Authority",MoWe 11:00AM - 2:20PM,Rafael Diaz-Balart 1004,Andrej Milic,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
"IDH 3034 - Honors Seminar V: Aesthetics, Values, and Authority",We 10:00AM - 1:20PM,Deuxieme Maison 370,Maikel Right,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
IDH 3035 - Honors Seminar VI,Tu 10:00AM - 1:20PM,Deuxieme Maison 370,Brenda Luna,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
HFT 1020 - Global Beverage Introduction,Mo 10:00AM - 1:20PM,Charles E. Perry (PC) 310,Gabriel Urrutia,05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
HFT 1591 - Introduction to Esports & Gaming,We 11:45AM - 1:20PM,PG5 MARKET STATION 155,"Maudson Dessalines,",05/06/2024 - 07/26/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,Tu 10:00AM - 11:45AM,College Business Complex 122,Elise Rodriguez,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,Tu 1:30PM - 3:15PM,College Business Complex 122,Cristina Aballi,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,We 10:00AM - 11:45AM,College Business Complex 122,Ashley Capo,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,We 1:30PM - 3:15PM,College Business Complex 122,Naomi Hutchinson,05/06/2024 - 06/14/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,Tu 10:00AM - 11:45AM,College Business Complex 122,Naomi Hutchinson,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,Tu 1:30PM - 3:15PM,College Business Complex 122,Grace Salgado,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,We 10:00AM - 11:45AM,College Business Complex 122,Elise Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
GEB 3003 - Career Management,We 1:30PM - 3:15PM,College Business Complex 122,Ashley Capo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1402 - Discover Your Major,TuTh 10:00AM - 10:50AM,Deuxieme Maison 110,Shannonlee Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1402 - Discover Your Major,MoWe 1:30PM - 2:20PM,Graham Center 276,Andrea Del Pino,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1402 - Discover Your Major,TuTh 10:00AM - 10:50AM,Charles E. Perry (PC) 441,Rossly Rocha,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,Graham Center 275B,Naomi Hutchinson,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 3:15PM - 4:05PM,Student Athletic Academic Ctr,"Amanda Emery,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Student Acad Success Cntr 351,Tiffani Tallon,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,Ocean Bank Convoc Center 117,Cristina Rodriguez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Parking Garage 6 114,Annette Flores,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 3:15PM - 4:05PM,Chem & Physics 111,"Alexa Urra,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Charles E. Perry (PC) 425,Chelsey Melendez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,Academic Health Center 5 201,Frances Garcia,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Ocean Bank Convoc Center 121,Alan Raudez,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Chem & Physics 117,Cristi Arabatzis,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Parking Garage 6 114,"Alexa Urra,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,Chem & Physics 111,Cynthia Teijeiro,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,College of Business Complex142,"Alexa Urra,",06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 8:15AM - 9:05AM,"Comp, Arts, Sci & Educat 145",Ericka Emiliani-Salois,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 10:00AM - 10:50AM,Green Library 139,Natalie Yagual,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,Green Library 245,Walter Maldonado,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Charles E. Perry (PC) 445,Erika Cobiella,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 11:45AM - 12:35PM,"Comp, Arts, Sci & Educat 143",Catherine Huss,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 5:00PM - 5:50PM,Graham Center 271A,Ricky Sant,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Parking Garage 6 115,Ruth Montero,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 10:00AM - 10:50AM,Parking Garage 6 115,Jesus Padilla,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 8:15AM - 9:05AM,Green Library 137,Sanjay Dhawan,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,MoWe 1:30PM - 2:20PM,Academic Health Center 3 - 214,Christine Del Pino,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 2:00PM - 2:50PM,Student Athletic Academic Ctr,Alex Ravelo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,TuTh 2:00PM - 2:50PM,Charles E. Perry (PC) 419,Wendy Bravo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,Mo 11:00AM - 11:50AM,SCH. INTER.&PUBLIC AFFAIRS 100,Ashley Capo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
SLS 1501 - First Year Experience,We 11:00AM - 11:50AM,Academic Health Center 4 -202,Ashley Capo,06/17/2024 - 07/26/2024,Modesto A. Maidique Campus
